address,year,day,length,weight,count,looped,neighbors,income,label,date
1HsDVBCaLEVkocgP5r4MAb4QrpUuxRBgr5,2013,253,14,0.015625,1,0,2,42728861.0,white,2013-09-10
15wzemXRcihvpcVjNFPEcRAMg14G86dcgb,2013,253,0,0.043478261,1,0,1,200000000.0,white,2013-09-10
1KBvYzGKGh93kMwCmd8kUUH4CzWunyirK9,2013,253,24,0.0078125,1,0,2,575681801.0,white,2013-09-10
1DhuoNMMCw2SbBotwNEXxEC2mLzE5e5yY4,2013,253,12,0.014263768999999999,8,0,2,430226794.0,white,2013-09-10
1ANSYaya3yngihwQWEHK9z8NR5p2hUfrUx,2013,253,12,0.0625,1,0,2,78100758.0,white,2013-09-10
1KvEXHPG9aEjnaLtV4yV7mAjMYGqTLAV2H,2013,253,4,0.027777778,1,0,1,53875508.0,white,2013-09-10
1B4VFZEqhVuEsb7NS2r2xiGwPUnrC492jE,2013,253,2,0.5,1,0,1,107770000.0,white,2013-09-10
19r1Hxz25QK4g8TwkEUWK9xMVJQtRWAXrZ,2013,253,58,1.49e-08,1,0,2,358359462.0,white,2013-09-10
1ELQkvoM9CmuZY1Y4FswMM47oRA1kZzEoN,2013,253,26,0.0008680560000000001,1,0,1,101500307.0,white,2013-09-10
1Cbu6DG2EuBzeFdP284B1LRQSvn3eqNm6X,2013,253,0,0.5,1,0,1,30000000.0,white,2013-09-10
1ANDc8J3Qot2ampbd7kZ9Ezbe3FqbH3Ajt,2013,253,0,1.0,1,0,1,116038327.0,white,2013-09-10
1J5zgjxUTSP8VPz4mvqCb15BG7DhNioVkD,2013,253,0,1.0,1,0,1,30950000.0,white,2013-09-10
1Mf4WRdMeNaB5KqK9DnZ5GaiCCX3PFtnDi,2013,253,2,1.0,3,0,2,700000000.0,white,2013-09-10
1HVpyjYEPwQhvRQ3dL8tGe9kiydti616sX,2013,253,144,30.68118209,1574,1574,66,7305047286.0,white,2013-09-10
1C2KbFJsBx9pcNdbJ8BPwNXPTzid6NGo7n,2013,253,2,0.013333333000000001,1,0,1,50000000.0,white,2013-09-10
15B8QuphxTG2pkfLuSEv7UpDGvwLSBkPhp,2013,253,38,1.709242079,31,0,1,436170000.0,white,2013-09-10
1CetoCdjsKy51rBCn8xh93v9v1uykGSSV1,2013,253,4,0.25,1,0,1,134800000.0,white,2013-09-10
1AYrxJ9xjMSizTRu5rXGFGfgsoaUcHv1ww,2013,253,128,0.25118893800000003,887,0,2,57891624.0,white,2013-09-10
1DK37jX6yNLtDCU2EkyDHrSjSEUumq6MXc,2013,253,4,0.25,1,0,2,49990000.0,white,2013-09-10
1ChAePVZyjau2wwH4vi69k7jHFaP3UCpiJ,2013,253,0,1.0,1,0,1,78330000.0,white,2013-09-10
1GEcGbUJfzkp7s9GFkTY5h1Qm1oRU39j41,2013,253,22,0.035888672,4,0,1,59900000.0,white,2013-09-10
17Hivyvf2Q6HWvAVHkDNca93a5enUTnXf5,2013,253,8,0.03125,1,0,1,37490000.0,white,2013-09-10
14oSZREohLdQXUistshduh5MxQTLpsNVqV,2013,253,6,0.5,2,0,2,37072900.0,white,2013-09-10
18ubgtpqCKzaTaZstrMVcuzaX57RuYB1qr,2013,253,16,0.031944444,2,0,1,324059021.0,white,2013-09-10
13uagtJSiCaf17QcJ7aHnKYaRkUNkhs4rs,2013,253,4,0.0625,1,0,1,1004990000.0,white,2013-09-10
17fEeKetmcaYypoMcPHu5v6sruWxnnLUco,2013,253,18,0.00390625,1,0,2,4630661000.0,white,2013-09-10
1GJquwYZSa4btQpKc4yuDrNa6fTQfSJiKv,2013,253,6,0.125,1,0,1,470000000.0,white,2013-09-10
1JFyTB4p14GTZnUd15eSpQQ5wdhDi2kjK9,2013,253,2,0.25,1,0,2,68000000.0,white,2013-09-10
18YLKmP7eMQGGp1913vg6s1L1uDbpW96mb,2013,253,62,0.076973937,65,0,2,76291296.0,white,2013-09-10
1HZ65bGwRWip8RudcYk82gDwCiUfLNN3Hi,2013,253,144,0.066907251,354,0,2,209323450.0,white,2013-09-10
1M5ai3Z8jeHTnG4F6SrnpEqnqeBTgPQYQe,2013,253,140,0.00015562,888,0,2,87400000.0,white,2013-09-10
1DSyBnKw7faCxrbfYNy14aejjPnAYB5MGk,2013,253,0,1.0,1,0,1,36990000.0,white,2013-09-10
1BWw3cphesNQQAiYLULuwXFhpitdoKbTiF,2013,253,14,0.001736111,1,0,2,543155773.0,white,2013-09-10
1PjhAC8nxhEpyAkh3ZeMgwtTXwW5hGxMvB,2013,253,144,0.40654876,661,0,2,107480000.0,white,2013-09-10
1CMCe8nbYm6SfwLY2LsUVbmq9JQwc75SdJ,2013,253,30,0.511466444,5,0,1,671690000.0,white,2013-09-10
1DWFUrjpMduZE98UpZ2Tpkz7pVrFg8BNSQ,2013,253,2,1.0,1,0,2,99900000.0,white,2013-09-10
14yVoVhVhL4Quuf99MQrkEud1HBLtyuL49,2013,253,142,0.21888638800000002,876,0,1,134790000.0,white,2013-09-10
1HmUf4JCGTcjPMrLnFXooBWmwt2Cvz4gb8,2013,253,0,1.0,1,0,1,225987050.0,white,2013-09-10
1EzYRhwL5bh15kUbTwEskU3oGkvVjzgkkQ,2013,253,18,1.231770833,11,0,2,939547435.0,white,2013-09-10
1GWfeR2ycRrLR9dpn2PPuxNUcDksRfun3c,2013,253,0,1.0,1,0,2,742087350.0,white,2013-09-10
1KRnQ5N5yst7Un3qbMdMZQXvxmfRc27477,2013,253,124,0.062228787,925,887,2,855602496.0,white,2013-09-10
1KFnQmsHjwWGZJX8rdj9WBZmPdrLVt25tT,2013,253,122,1.227799519,901,0,2,145000000.0,white,2013-09-10
13N2emk9KsxBWmYvypuaPAHLqg8T7fJEub,2013,253,6,0.125,1,0,1,46620018.0,white,2013-09-10
1KZn57LwtcQruqGMo434qW4zxDZ7SxbZyC,2013,253,144,1.218822676,1447,1447,6,449000000.0,white,2013-09-10
1CxioHbUswqCpZBBAVtUctQkd54fcxoZEm,2013,253,0,0.5,1,0,2,90661200.0,white,2013-09-10
1N3E51DyuodKFwUw5B7ah6axZE5DkgReiZ,2013,253,4,0.25,1,0,1,2096444816.0,white,2013-09-10
12X5Jt4voGcCRw47JaDPpGub7mtNX8QkBQ,2013,253,144,0.298403885,688,1,2,1687128764.0,white,2013-09-10
13HQivyPi2zTVQ2YyM8tpyZx4tLKiSXUWK,2013,253,10,1.047930283,5,0,4,406504065.0,white,2013-09-10
1NhDmqrbMFvk9FEKLnkad3EVQWZu7MR4Cv,2013,253,2,0.5,1,0,1,2500000000.0,white,2013-09-10
1Kr1E8NgvLLUBipBCtBCd6q31pHQiLAevM,2013,253,0,1.0,1,0,1,130253784.0,white,2013-09-10
1PUxCXPMwEeGj4JEdBj3erz5xAJLUUHZgq,2013,253,2,0.75,1,1,4,1041431908.0,white,2013-09-10
1BrK4UzDyHaL7Z1QyDnRuRkssXFBS5X9nb,2013,253,2,0.5,1,0,2,52311215.0,white,2013-09-10
16pcddk8c6MFKyQvL2NvuWEguGw1R8B3VL,2013,253,0,0.055555556,1,0,1,101591611.0,white,2013-09-10
1JwsLugEfcTetvRUSkxazZ7Qqkgc7if9W2,2013,253,10,0.1875,2,0,2,38279000.0,white,2013-09-10
1PJma2LnY6NM8spMQyGBLTtnFHTFc3PzCL,2013,253,144,6.06e-09,96,0,1,32361000.0,white,2013-09-10
19sFhxYqfKt2Sko3wwTiPBN8wW34ASrrvS,2013,253,52,0.00024430000000000003,2,0,3,130435464.0,white,2013-09-10
1PHeP4LVjDbTF4z71jrmhQXfLQggqVyS1v,2013,253,144,0.38150833,416,0,2,164980000.0,white,2013-09-10
1KAeaQZuUYDmJBdvVM51fUnX7UoaquGhYS,2013,253,8,0.027777778,2,0,2,1041700000.0,white,2013-09-10
1472Nif8fqH6QBtCkLWd1QWPhVfqsgpeA9,2013,253,0,1.0,1,0,2,34533792.0,white,2013-09-10
1P1Do4vUQV8BipohyBFKZYHKs4Y7HzSUfc,2013,253,0,0.5,1,0,1,299990000.0,white,2013-09-10
1EiAdZboC7r2XTD5oA6RPAgt6BQ6FB8u75,2013,253,2,0.375,2,0,2,100000000.0,white,2013-09-10
1QAtxb8jEWYLKzCxHQ1PYpQGvr77NH3Zhx,2013,253,144,1.5270674519999998,676,655,2,391987954.0,white,2013-09-10
14iwqGiVta4q7zpygfy1yNZLT5Zoh2SW8t,2013,253,0,0.5,1,0,2,215462800.0,white,2013-09-10
1EZXhPcKsft9oPcTdKpvhJ43N9ot1JoNi6,2013,253,4,0.25,1,0,1,31000000.0,white,2013-09-10
1Bpc1L8vmTfYE3gsxRcMUKu9j4t2diCiyT,2013,253,28,0.031238163,4,0,2,117030000.0,white,2013-09-10
1DZTCTB8im9ch2GcPPrXfPitmGFqGroGjQ,2013,253,62,1.2699999999999999e-07,2,0,2,31224000.0,white,2013-09-10
18yvviNN5ursfQruaswGcwd5CUFFLv91GZ,2013,253,0,0.5,1,0,1,50000000.0,white,2013-09-10
1HxsGb3YLRJodv3rN8EqGaf1aaqPbLYZfg,2013,254,4,0.25,1,0,1,1345987808.0,white,2013-09-11
1F2ZSd8e59Nconn4nAb15wXoZVcnW9F7SV,2013,254,10,0.015625,1,0,2,258292377.0,white,2013-09-11
1Q8NnnJni14vPCQTS745J1wYdyNJmdzzTp,2013,254,0,0.5,1,0,1,904100000.0,white,2013-09-11
17JFfXqWsnPEyowRXTAVZnqJ7t6r2Whm1D,2013,254,0,2.0,2,0,4,400239152.0,white,2013-09-11
1MEcSKaD63F3ThjtxN4RNkrBuHoZrkWWf3,2013,254,144,0.507013261,153,0,2,39461000.0,white,2013-09-11
1DR4imAZBJ49bmQAV3jzjpSUjNgCj8Ftyf,2013,254,0,0.166666667,1,0,2,200000000.0,white,2013-09-11
1ApJaiLLpcm5gV3KJUhvXnXLEgg12RhkKB,2013,254,144,0.37837507299999995,1251,0,2,168300000.0,white,2013-09-11
13RJ8FLVa3dTPpJrifnotsjuvesVbTYqZK,2013,254,144,1.8628432830000001,1014,18,3,696430000.0,white,2013-09-11
1J3V1qtx6kwjew7jVwZthzhWukDDcsXcJT,2013,254,122,0.551306203,138,0,2,588934170.0,white,2013-09-11
16LcgzkrpUFzLbgagZAjpqBYBWfhxzpJra,2013,254,4,0.5,1,0,2,99950000.0,white,2013-09-11
1Gcs4mGGMZxCzvVTtc159zTpLh6msU4YCv,2013,254,86,1.026829349,85,0,2,83665000.0,white,2013-09-11
16y5ZvzfYBTUVtfgFxbjQJARn5H9wtwLfK,2013,254,4,0.125,1,0,1,334788425.0,white,2013-09-11
13M3rrb78ZbmCqXxeyTie3Zkhp4kkJGFv6,2013,254,2,1.0,1,0,2,250000000.0,white,2013-09-11
1Nb7FfuasLUxapTtsDrycp1S9s9Sa3qaYE,2013,254,144,0.513414674,85,0,2,34890000.0,white,2013-09-11
1QKcdCknHeK5FYSYH4zjFvwJxwtEhZ76Br,2013,254,0,0.047619048,1,0,1,100000000.0,white,2013-09-11
1LWLFreTKe4B1uH2rVSLosDsXSpSphH7oB,2013,254,2,0.5,1,0,2,2840000000.0,white,2013-09-11
17yejGQQ5L4dhVKe91QxN7HvSdyXZF9FVn,2013,254,2,0.05,6,0,2,40000000.0,white,2013-09-11
1KNr7LbSFxaootLSCgL6ZQsF11mFpRPiXs,2013,254,4,0.25,1,0,2,209500000.0,white,2013-09-11
1K2M9TNTGnL87cpUPw7KFQ48LTGXy89Y9Q,2013,254,124,0.001953125,1,0,2,726461000.0,white,2013-09-11
15Q7T9yzg4diJZddUgPhsGjYsGVfPN2gYQ,2013,254,0,1.0,1,0,2,107565436.0,white,2013-09-11
17Kg1KYFaDQFWRQvZMzs9t8o9h9GNDUrH1,2013,254,2,0.75,1,1,2,675340210.0,white,2013-09-11
1H1NaiQ3n1wzEPDZYATkLv9Uf5oPc8GVpa,2013,254,144,2.035801553,83,0,2,90285600.0,white,2013-09-11
19uTGMyrdy29qfmez4ZHaQcwj2eytLquNN,2013,254,38,0.125,1,0,2,95541000.0,white,2013-09-11
1Jh659h5Uf2ADJ2k3RNvgGbG5bu2fstf2x,2013,254,54,0.755422587,83,0,2,99980000.0,white,2013-09-11
14PukqevomSLS3KoRno3yuWm9PaXKFb3xD,2013,254,2,0.25,1,0,2,855000000.0,white,2013-09-11
1331fGUF2GKMqYCerN9yTnnVQjnNk1nwiq,2013,254,2,0.833333333,1,1,4,389040000.0,white,2013-09-11
1DaEvM8hsFJDsmAqKD7wDqDwBBC1YCR35S,2013,254,0,1.0,1,0,1,69972987.0,white,2013-09-11
1GEqYGRQatWJC3csQoF4xpLgmAwuR1yjnQ,2013,254,0,1.0,1,0,1,800000000.0,white,2013-09-11
1DCwmXAURMRsQHdUJVpiXF8af3LCREs4nz,2013,254,4,0.020493395,2,0,2,57357447.0,white,2013-09-11
1BTC24yVKQdQNAa4vX71xLUC5A8Za7Rr71,2013,254,10,1.613130411,8,8,6,23237656009.0,white,2013-09-11
1AVcGameUjA9ivJpJZXUpp3HeNGdzGe8De,2013,254,0,1.0,1,0,2,91990000.0,white,2013-09-11
1LRNueWUoisHGHPmwTjTYUHB95bQYTeY7Z,2013,254,2,0.5,1,0,1,1000516280.0,white,2013-09-11
1RriVU3zXEQ4jtcdFhRLvQWWZGnvvfBWa,2013,254,8,0.03125,1,0,2,175990000.0,white,2013-09-11
19nCEKR6dhnkbRSQVumvU6h8iFGFQTBobH,2013,254,0,0.5,1,0,1,50000000.0,white,2013-09-11
1EqmT968KDgqYKfLbPvcCdW3BkMXnLAdrH,2013,254,144,0.00033411300000000003,935,0,2,101260000.0,white,2013-09-11
17ZhBsfXfCqpT5Kmn73nQ8UnmiPjujkRTZ,2013,254,6,1.0,1,0,2,557813000.0,white,2013-09-11
1ACf99dnrdV9Tcv1vW87ijzmUWn1DmNS7z,2013,254,56,0.513414674,85,0,2,214362523.0,white,2013-09-11
1Ld7ghTPV9RgQoEEYc3tn5G4B7EB98JuvQ,2013,254,56,0.01953125,3,0,2,375484434.0,white,2013-09-11
1PVaPZqBLLjJ9f2nkGdDfQUvpmLjPzZKx2,2013,254,70,0.509476823,111,0,2,764277831.0,white,2013-09-11
1AQ1ZYTHhkmRTYbKjg7yZt5P2ftdqoUjEr,2013,254,96,0.513414674,85,0,2,120590000.0,white,2013-09-11
1BDmhNpPa3GHXp7BA5UCxTCyDvBJuqf5x2,2013,254,6,0.011904762,4,0,2,359236120.0,white,2013-09-11
13ozHW9FGPXCt5phiTgWFMrYCWJgkFjorM,2013,254,0,0.5,1,0,1,516318418.0,white,2013-09-11
1NWoRJjXZJbszwmhYXfWaCWGKKVEkejp5x,2013,254,2,0.25,1,0,2,100000000.0,white,2013-09-11
122drZyrH4VvCGdwhemudFsNQJ5oP5J6ym,2013,254,60,0.037075199999999996,96,0,2,100000000.0,white,2013-09-11
114ecJ4GB5shTsw9dYXztE2s45fcA8bLzi,2013,254,6,0.51,2,0,2,73568953.0,white,2013-09-11
1LS1LvaZYxzoKZoeBxb5zmjyGEQn9HESjz,2013,254,56,0.008798679,37,0,2,81770000.0,white,2013-09-11
1A4yPDntBs48TZpJ6B8hR9F8MCBhzcwxfj,2013,254,2,1.0,1,0,2,357431200.0,white,2013-09-11
1Ba1XMAbEgKmc8EChvQfagGQYEMe1R5u2g,2013,254,44,0.0078125,1,0,2,83214750.0,white,2013-09-11
1Pwi3NUju5khSxoxE9f4HP1zunsXoDHGqE,2013,254,144,0.010014366,1206,0,1,124730000.0,white,2013-09-11
12fkRcSgFwYrCWMgEDHecb78m8g6ctgRGq,2013,254,2,1.5,1,1,4,231839010.0,white,2013-09-11
15Aoy8pXVxUjAXUVKkgg5HBbC35JPzLygR,2013,254,52,0.208885928,82,0,2,99000000.0,white,2013-09-11
1AVrz1Jk6uQkRFbiQNLYkbEe3gkmRR8rEX,2013,254,28,0.6359456379999999,12,0,2,93000000.0,white,2013-09-11
1NoPSq5ZoWcSNdE2fAKZFNuiLtPTvHUqdX,2013,254,4,0.25,1,0,2,320000000.0,white,2013-09-11
1Lc3g2muDd5NLvwATgVRKFoGd6tJoXBWZ4,2013,254,144,0.026797421000000002,1379,0,2,64450000.0,white,2013-09-11
1Jj6mCA8RphVg8wXXtVAae27THPnHgsqv6,2013,254,12,0.03125,1,0,2,54670000.0,white,2013-09-11
1NaL6eZ4EFgX6btdJ5Pz1X2fmQavChE6K1,2013,254,8,0.078125,4,0,2,25284638213.0,white,2013-09-11
1LM6cDBsFiGzTmvRqsqfoQP1aNP3LrDQpA,2013,254,4,0.25,1,0,2,373000000.0,white,2013-09-11
1HFbRpfwM7qnx5eQKMwwZTdq3z4Xw9Mx1Z,2013,254,144,0.034375233,133,0,2,570338000.0,white,2013-09-11
1Bypv6JCG6GERUXrdjg3s2wPSaTEXULTmw,2013,254,8,0.25,1,0,2,51463512.0,white,2013-09-11
1BdbUY32h1oN5CMPkYFc8bDr3d59JwgRUd,2013,254,2,0.25,1,0,2,200000000.0,white,2013-09-11
1LNV5DKKn9QVpcnWup8a1A25TNwSnnNXNA,2013,254,0,0.5,1,0,2,1552050988.0,white,2013-09-11
14xHX3DiuJRb9QW438sBMCaLK8Ppn1DkrY,2013,254,22,0.34091435200000003,4,4,3,263362402.0,white,2013-09-11
16YB6Ae2vDDYzMjjboVqKUcqgbg6spHDbS,2013,254,92,0.330834419,22,1,1,2650233364.0,white,2013-09-11
1BH4X3mdGPDJrDgFALevkcYSP8kPjGL138,2013,254,14,0.319444444,4,0,2,132140964.0,white,2013-09-11
13NgekXH3BJ19UqsSQayKcKMcBSXRUBQSS,2013,254,74,4.66e-10,1,0,2,89000000.0,white,2013-09-11
13AfVPodfiBj3UCWubKNet5PYt7eYBDy72,2013,254,8,7.609999999999999e-05,4,0,1,40668240.0,white,2013-09-11
14T5oyANfmhmJG4fBgd9YqQttuuFKcsSmi,2013,254,14,0.00390625,1,0,1,1815779799.0,white,2013-09-11
1PwzGSLXUH6HgtaL8aoqhtj48pERxLVSXJ,2013,254,0,0.5,1,0,1,500000000.0,white,2013-09-11
1Emsp4WahUn6fDkeFjCcUzooDZ68B6Yjvt,2013,254,18,0.022207755,13,0,2,204383338.0,white,2013-09-11
1AhNV2px8Ub9trUSvYx7WLikQ6rzhmyH3M,2013,254,20,0.016601563,3,0,2,53000000.0,white,2013-09-11
1Y2fLFLZMTVQ6tn4BGByPYfuPGBC4EWRZ,2013,254,144,1.6699999999999998e-09,401,259,6,600000000.0,white,2013-09-11
1CXCPdiuh3dtjtYV8PeSrbwejPqgMPRpT1,2013,254,2,0.166666667,1,0,1,2150000000.0,white,2013-09-11
1FEfeCVL2Y8LxjKk7ebTBvURAyyXa43f7V,2013,254,0,1.0,1,0,2,63431169.0,white,2013-09-11
17GuKNu9b26W2JsjGdV4ymrhEug7ZoVvXy,2013,254,0,0.5,1,0,1,717049775.0,white,2013-09-11
1F49SYDzxWn3ruvzviZJy1yxW5ccecUZZS,2013,254,2,0.5,1,0,2,49205006.0,white,2013-09-11
1AnfgxcRHx5Trscn9AbfUMB6F423rEFmkY,2013,254,24,0.00048828099999999997,1,0,2,47379955.0,white,2013-09-11
1DcUGNDeHhyJimMY62JtcuBewcccjYHkHD,2013,254,0,1.0,1,0,2,50000000.0,white,2013-09-11
161c5hhsNRcegR6Jr9qZqrTnPPC21RTRe5,2013,254,22,0.000610352,2,0,2,211550000.0,white,2013-09-11
1DF1zomgzGBFkTSCEqB5zBVEvB9HndUvxh,2013,254,2,0.25,1,0,2,3561180000.0,white,2013-09-11
1EbfsrUuomzuQSrMUjHro8DiYaUQxN8Z6f,2013,254,0,1.0,1,0,1,31750000.0,white,2013-09-11
1PStooZMH5hSfGwPg9aM7JmcyLNqLyB4KK,2013,254,4,0.083333333,1,0,1,110594146.0,white,2013-09-11
1Ew3NsV9jRAaRyicriAbvrapj4SJ5f48Gn,2013,254,0,0.5,1,0,1,500000000.0,white,2013-09-11
1DoU6KeN3gBxzc3BfNdxbHJT4LdGtSYZUS,2013,254,0,1.0,1,0,2,50000000.0,white,2013-09-11
1FENwSqa43Z53YEzjCipsSj84zFrbm2puv,2013,254,0,0.5,1,0,2,877000000.0,white,2013-09-11
1b7qLho9Q2ZRuyPS3rvvDYgUUDSjPciee,2013,254,4,0.25,3,0,2,91000000.0,white,2013-09-11
1CoSXYhAukVbAL7eHgiJxiwazrFpk3Bc6p,2013,254,68,0.500000001,2,0,1,6866095929.0,white,2013-09-11
1FkgJDbjRij7ztq6X7gyrjgF2VrvmgjZaB,2013,254,2,0.25,1,0,1,2100000000.0,white,2013-09-11
17rYhVMftmZCKDKbYmp7H7sUR7ca6zAbgW,2013,254,10,1.0,1,0,2,145710600.0,white,2013-09-11
1Ge2kKLYyQNpUXPhffcp1TpZthJwADvSDc,2013,254,0,1.0,1,0,1,34558220.0,white,2013-09-11
18wt5BDZ2Nf1bvYcBhmNgtVBrMrgfJfEGG,2013,254,144,0.017665188000000002,1060,0,2,156472573.0,white,2013-09-11
1PXwkedQY2gnzZBH23VeFJ2x4hqA4Zph55,2013,254,0,0.5,1,0,2,510000000.0,white,2013-09-11
1NSidEWoC5GKCMLEzMebFKU2khKNYVGzSX,2013,254,10,0.001157407,1,0,2,166000000.0,white,2013-09-11
1kJp1AU4e9wde9bFQzwWP2ijGohYC8YCT,2013,254,0,0.5,1,0,2,708750000.0,white,2013-09-11
13s3sgaQzNjpZkyhkT3gd9LoRXcoMLoEMw,2013,254,0,0.541666667,2,0,2,80000000.0,white,2013-09-11
1FEBeVoZpUyGLwBDxmHBsUnxVF4t4Gb5cN,2013,254,2,0.25,1,0,1,1522663649.0,white,2013-09-11
1FXzeTYX4XfB6gGmHZ8qpZrUeGshPWFAfs,2013,254,6,0.25,1,0,2,975988000.0,white,2013-09-11
1HyNHSCwoZKHoyYkMEHTuKY82sN2NrXJ2w,2013,254,144,0.069664731,1638,871,2,864400000.0,white,2013-09-11
15nBtP3xYETZwyZ6fZnYcGnpoT9dYy7TTn,2013,254,0,1.0,1,0,1,764000000.0,white,2013-09-11
17RvR46ngds3aKRcbSWtYFGREpoDi4whBz,2013,254,144,0.858024913,1276,0,1,115723413.0,white,2013-09-11
13kky5iF1AixtiQnuHgecMwqwq6WjMz4G5,2013,254,2,0.25,1,0,2,234946184.0,white,2013-09-11
198Mv5HfQppnm9Lrhu1NX4axWQ4jyFhLuM,2013,254,52,0.125000477,2,0,2,134004142.0,white,2013-09-11
15acF2jdQGd5puhGJqjWmt399H6LbT4ZxR,2013,254,0,0.013157895,1,0,1,116193652.0,white,2013-09-11
1NrAU6ztDjhKvmSYNQ3UUvf6wfNLwy6mk5,2013,254,144,0.5069792670000001,143,0,2,36958000.0,white,2013-09-11
12X2m6XJbKMpzmCe5qZCtAKwurhnVsHBjb,2013,254,16,0.001953125,1,0,2,200000000.0,white,2013-09-11
1EGwMhgWBTn5DB1SHFYtj26x1vVa4dvSym,2013,254,0,0.5,1,0,2,96639179.0,white,2013-09-11
16DPcyVoFUB7grwt5x2eHkx4UhkcBLeADv,2013,254,12,0.589506173,9,0,1,129633575.0,white,2013-09-11
191goQPrhEaPqkSv5P5438sjizWwkPmBeD,2013,254,8,0.03125,1,0,1,2879973994.0,white,2013-09-11
17KzXcJLgJrn4XLzPLPL6NjCNNrU4s1Yf5,2013,254,52,1.026829349,85,0,2,71985200.0,white,2013-09-11
1J3XktbTZCiScBrWxacdaQSK3AFfbCdoXE,2013,254,0,1.0,1,0,1,99000000.0,white,2013-09-11
1E8xjHavR1NwVv6tWTC6pX7Z93MWmMmPTx,2013,254,0,0.071428571,1,0,1,700077051.0,white,2013-09-11
1ELaWbZnj9fAHPh5ts3wgbHrfZwWzBqsD,2013,254,144,8.13e-13,212,0,2,36570078761.0,white,2013-09-11
1GgRwHaE9JpX5akNsJY3JDyDc333wKZVLp,2013,254,4,0.5,2,0,2,42385363.0,white,2013-09-11
1Mva7jFWovLZGxavZ3j9nkq8kYY2vUXRrU,2013,254,36,11.34128393,34,0,31,1704700000.0,white,2013-09-11
1JT9LdAEUUjur5j65JdHGzFCztUdL6qjLh,2013,254,32,0.00012207,1,0,2,10575347838.0,white,2013-09-11
15Q7uvBP6yRSMpgcxhu1fk9wY5zTbxudes,2013,254,8,0.125,1,0,2,4396089999.0,white,2013-09-11
17vvMTsfkgXU3ZTZyptVevP44pJQzU8LDJ,2013,254,32,3.05e-05,1,0,2,84000000.0,white,2013-09-11
1J6tRCuR4KPaH3LiRqZJUJ7nnqmUE51RUZ,2013,254,0,0.047619048,1,0,2,135880000.0,white,2013-09-11
15cYcG4K6FZmaKdZtZJdyWM1iRDCCyuS3n,2013,254,8,0.03125,1,0,2,149980000.0,white,2013-09-11
1MUYaCoKq38sVFqLA4Ari6yy12G2gPkaWu,2013,254,50,0.121259079,67,0,1,32080000.0,white,2013-09-11
18tY3noVWHtJvonGpkse8F3D6ousg6erZQ,2013,254,0,0.5,1,0,1,33457150.0,white,2013-09-11
1gd3X2unutDxRUMwcKwhY16btg5r4YcSJ,2013,254,6,1.75,4,0,2,2146900000.0,white,2013-09-11
1DSbUeFmUrg9bg8zdKMoh2x76BuwGJLujo,2013,254,6,0.03125,1,0,2,200377427.0,white,2013-09-11
1Ms2s3Hm4jesHS9zwUxc8P84T1i42Nf17e,2013,254,0,1.0,1,0,1,8027900000.0,white,2013-09-11
1PfDLaLRU24f9j3vHJbVB3Disd3yC8Bmw8,2013,254,0,0.5,1,0,1,816820000.0,white,2013-09-11
1MHZZ4vTsvtbEACHYDyvtK34qyLaXhcVNV,2013,254,8,0.016078356999999998,4,4,1,135560800.0,white,2013-09-11
1GeDXCMBHFX6KXRGnkCpwHN7GNr6sMShXW,2013,254,2,0.25,1,0,2,1318326433.0,white,2013-09-11
19bQ2Q9Z4W9dPjVWUdZzA45QJaJGFUW3q1,2013,254,70,0.504738412,111,1,2,274054000.0,white,2013-09-11
1K31xXHDkgp2BKDWnL2qmKqbuZetXE2ENw,2013,254,2,0.5,1,0,1,1127981397.0,white,2013-09-11
1JY3yVKry3W2dRtN3GAHgzAmpfyQBeXMz9,2013,254,34,0.000495911,2,0,4,1254580000.0,white,2013-09-11
1fb473pJ9nDUmK9Mta1rotbZ2gN4hU2iH,2013,254,2,0.25,1,0,1,2310686030.0,white,2013-09-11
1QCqyzoiv6ZUtHYX4CYGugozHL8K3BRGDU,2013,254,30,6.1e-05,1,0,2,623950000.0,white,2013-09-11
1E6rFd75f7UT12NWsbzEXLMAJNh95GBmih,2013,254,2,0.5,1,0,1,117470000.0,white,2013-09-11
1HM7tF4nuvBYP3MWFTFZukHwNQLqDWufqu,2013,254,0,0.5,1,0,1,847000000.0,white,2013-09-11
1E5pR5F4TcuWEFzWLMZ5TJJ1CgtyCgJZgg,2013,254,2,0.5,1,0,2,175950000.0,white,2013-09-11
1Aig4SMkeyX1LnWXiJXaLCUN5Fdyodbg2J,2013,254,2,0.016666667,1,0,1,50000000.0,white,2013-09-11
1E5YKpGBAV5ggCAmb9riygyDW8g6MmSHUW,2013,254,16,0.125,1,0,2,2266213138.0,white,2013-09-11
1AHHbXc6ARpZQwtKncq8EwRzabNsBsrkjd,2013,254,0,1.0,1,0,2,100000000.0,white,2013-09-11
1DnWCfW44w1qzMmcaLbNm6zTdzKxVKA6Zf,2013,254,0,0.5,1,0,1,140000000.0,white,2013-09-11
14uJT39biR5TtzAVChM4Vjfddn9kKP85K3,2013,254,2,0.5,1,0,2,100010000.0,white,2013-09-11
1JYwXXchuuVwk3npLoCAKfH32R4n3q23mp,2013,254,0,0.5,1,0,2,560860000.0,white,2013-09-11
1DeD6RJgRA4mfiV2t9EB21ko6HtJgeDVn2,2013,254,6,0.25,1,0,2,247500000.0,white,2013-09-11
